Date,OEM_Part_ID,Part_Name,Category,Manufacturer,Demand,Stock_Level,Sensor_Temperature,Sensor_Vibration,Sensor_Pressure,Supplier_Reliability_Score,Defect_Rate,Late_Delivery_Frequency,Lead_Time_Days,Route_Duration,Traffic_Impact,Delivery_Status,Transportation_Cost,Fuel_Consumption
2023-01-20,VW1116,Turbocharger,Braking System,Garrett Motion,445,218,98.64,1.6,75.9,0.89,0.01,2,25,159,High,Delayed,59.13,7.78
2023-01-21,VW1117,Airbag Module,Safety System,Exide,358,791,103.07,0.8,50.39,0.96,0.05,4,17,162,Medium,In Transit,156.06,14.46
2023-01-22,VW1118,Brake Pads,Fuel System,Bosch,479,788,96.05,0.75,92.63,0.95,0.05,1,13,131,Medium,Delayed,75.65,13.17
2023-01-23,VW1119,Turbocharger,Electrical,Bosch,404,738,96.5,1.94,93.98,0.98,0.02,0,19,129,Medium,Delayed,62.43,12.4
2023-01-24,VW1120,Fuel Pump,Safety System,Behr Hella,363,183,114.23,1.53,44.02,0.89,0.08,0,25,135,High,In Transit,71.69,5.19
2023-01-25,VW1121,Battery,Electrical,Bosch,232,500,87.51,2.11,63.36,0.9,0.05,2,17,79,Medium,In Transit,146.33,9.17
2023-01-26,VW1122,Battery,Safety System,Behr Hella,251,267,112.1,2.44,62.85,0.87,0.04,2,21,108,High,Delayed,56.61,14.21
2023-01-27,VW1123,Airbag Module,Fuel System,Garrett Motion,81,461,101.19,2.45,51.04,0.89,0.03,1,27,104,Medium,In Transit,59.48,11.43
2023-01-28,VW1124,Brake Pads,Engine,Behr Hella,265,389,113.16,1.86,76.29,0.87,0.05,0,29,165,High,In Transit,80.81,11.04
2023-01-29,VW1125,Airbag Module,Fuel System,Bosch,174,309,84.42,0.58,99.89,0.93,0.08,0,22,34,Low,Delayed,95.44,14.08
2023-01-30,VW1126,Fuel Pump,Fuel System,Garrett Motion,232,250,100.77,2.19,91.5,0.85,0.01,0,28,52,High,In Transit,175.7,5.66
2023-01-31,VW1127,Turbocharger,Fuel System,Continental AG,186,294,106.23,1.49,40.74,1.0,0.08,0,25,157,High,Delayed,92.62,14.34
2023-02-01,VW1128,Airbag Module,Engine,Bosch,65,595,115.25,0.86,52.54,0.92,0.01,3,17,141,Medium,Delayed,164.66,7.07
2023-02-02,VW1129,Battery,Safety System,Bosch,141,194,88.96,0.41,72.1,0.92,0.07,2,11,148,Medium,On Time,90.61,9.34
2023-02-03,VW1130,Airbag Module,Electrical,Garrett Motion,424,666,105.52,1.13,92.08,0.86,0.05,2,24,32,Low,On Time,58.25,12.88
2023-02-04,VW1131,Turbocharger,Braking System,Behr Hella,193,528,103.66,2.12,86.05,0.92,0.09,4,27,53,Low,In Transit,135.75,10.2
2023-02-05,VW1132,Alternator,Fuel System,Exide,435,209,111.97,1.27,86.59,0.99,0.03,2,17,66,Medium,Delayed,144.94,7.18
2023-02-06,VW1133,Turbocharger,Safety System,Bosch,433,794,96.32,1.08,85.18,0.97,0.07,4,27,57,Low,On Time,86.68,6.92
2023-02-07,VW1134,Battery,Electrical,Behr Hella,283,150,101.49,1.33,68.38,0.9,0.09,1,11,133,Medium,Delayed,178.9,13.03
2023-02-08,VW1135,Brake Pads,Braking System,Continental AG,83,438,94.32,1.22,76.38,0.89,0.06,3,20,158,Medium,In Transit,56.04,10.75
2023-02-09,VW1136,Fuel Pump,Braking System,Exide,109,309,84.65,2.4,59.87,0.93,0.09,4,24,92,Medium,Delayed,122.16,8.53
2023-02-10,VW1137,Airbag Module,Fuel System,Continental AG,412,147,88.15,0.41,89.1,0.96,0.07,3,16,71,Low,Delayed,76.06,7.42
2023-02-11,VW1138,Battery,Electrical,Behr Hella,240,634,100.03,2.48,51.42,0.93,0.04,1,26,112,Medium,On Time,198.81,12.59
2023-02-12,VW1139,Battery,Engine,Bosch,394,513,98.72,0.78,56.24,0.98,0.07,0,20,81,High,On Time,197.93,10.2
2023-02-13,VW1140,Battery,Electrical,Garrett Motion,488,296,110.73,1.97,78.34,0.86,0.03,0,23,179,Low,In Transit,192.03,13.14
2023-02-14,VW1141,Brake Pads,Safety System,Garrett Motion,147,249,93.37,1.16,70.31,0.96,0.04,2,10,124,High,In Transit,84.19,8.89
2023-02-15,VW1142,Fuel Pump,Fuel System,Exide,423,701,91.8,0.34,70.37,0.99,0.07,4,11,118,Low,In Transit,147.42,7.23
2023-02-16,VW1143,Turbocharger,Electrical,Exide,440,597,104.53,2.48,46.09,0.95,0.09,0,22,54,High,Delayed,78.02,11.15
2023-02-17,VW1144,Airbag Module,Fuel System,Garrett Motion,321,138,100.57,1.49,78.42,0.95,0.07,0,28,42,Medium,On Time,148.96,12.27
2023-02-18,VW1145,Alternator,Braking System,Behr Hella,356,483,118.42,0.99,60.3,0.87,0.09,3,12,55,Medium,Delayed,171.59,9.36
2023-02-19,VW1146,Brake Pads,Braking System,Behr Hella,216,598,108.4,1.42,79.0,0.92,0.09,0,24,44,Medium,In Transit,111.22,5.53
2023-02-20,VW1147,Turbocharger,Braking System,Exide,452,770,107.14,0.46,64.08,0.91,0.09,1,11,122,Low,In Transit,133.7,11.25
2023-02-21,VW1148,Turbocharger,Fuel System,Exide,486,648,106.76,2.0,70.48,0.95,0.1,3,18,135,High,Delayed,83.74,10.68
2023-02-22,VW1149,Fuel Pump,Safety System,Behr Hella,368,443,81.6,0.39,40.19,0.85,0.07,4,19,78,High,On Time,91.65,13.2
2023-02-23,VW1150,Turbocharger,Fuel System,Continental AG,367,153,84.9,2.39,90.3,0.9,0.07,3,11,175,High,Delayed,121.84,11.25
2023-02-24,VW1151,Fuel Pump,Electrical,Exide,362,619,103.75,0.69,72.65,0.85,0.03,2,27,151,Medium,Delayed,159.13,9.68
2023-02-25,VW1152,Airbag Module,Braking System,Garrett Motion,55,220,117.48,1.33,41.98,0.86,0.05,3,23,102,Medium,On Time,112.41,12.85
2023-02-26,VW1153,Fuel Pump,Safety System,Garrett Motion,280,751,113.87,0.61,94.64,0.86,0.09,0,19,63,Low,Delayed,171.85,6.87
2023-02-27,VW1154,Airbag Module,Engine,Exide,385,119,80.05,0.9,77.41,0.89,0.06,2,10,30,Medium,Delayed,163.56,10.55
2023-02-28,VW1155,Brake Pads,Engine,Behr Hella,236,787,94.61,1.02,45.74,0.85,0.07,3,12,68,High,Delayed,179.74,7.31
2023-03-01,VW1156,Battery,Braking System,Bosch,356,509,100.51,2.04,44.73,0.85,0.09,4,13,148,High,On Time,189.33,12.72
2023-03-02,VW1157,Battery,Fuel System,Garrett Motion,425,353,98.05,1.36,68.38,0.86,0.07,2,19,57,High,In Transit,194.84,14.74
2023-03-03,VW1158,Fuel Pump,Braking System,Garrett Motion,273,137,88.17,0.33,58.21,0.91,0.04,1,24,79,Medium,On Time,143.37,6.52
2023-03-04,VW1159,Airbag Module,Fuel System,Garrett Motion,175,324,116.99,1.52,49.71,0.88,0.05,1,24,97,High,In Transit,173.76,7.36
2023-03-05,VW1160,Battery,Fuel System,Behr Hella,305,329,85.98,0.53,60.37,0.99,0.04,1,20,104,Low,On Time,166.45,5.98
2023-03-06,VW1161,Battery,Electrical,Behr Hella,487,186,90.85,1.7,53.86,0.86,0.01,4,15,134,High,In Transit,63.72,6.53
2023-03-07,VW1162,Turbocharger,Electrical,Continental AG,445,686,85.68,2.22,66.44,1.0,0.04,2,10,178,High,In Transit,61.75,12.93
2023-03-08,VW1163,Airbag Module,Electrical,Exide,327,799,98.97,1.19,52.95,0.95,0.05,2,15,91,Low,Delayed,153.47,8.85
2023-03-09,VW1164,Brake Pads,Engine,Behr Hella,112,488,116.74,0.69,85.46,0.87,0.03,0,24,50,High,Delayed,139.02,9.52
2023-03-10,VW1165,Fuel Pump,Safety System,Bosch,256,156,102.05,1.84,50.96,0.91,0.02,0,23,81,Low,On Time,61.16,12.47
2023-03-11,VW1166,Turbocharger,Safety System,Garrett Motion,253,781,107.94,1.44,81.16,0.99,0.08,0,20,78,Medium,Delayed,163.38,13.1
2023-03-12,VW1167,Battery,Safety System,Garrett Motion,245,123,112.71,0.37,78.74,0.98,0.05,1,26,147,Low,On Time,107.27,10.37
2023-03-13,VW1168,Turbocharger,Engine,Behr Hella,340,229,100.41,0.6,50.5,0.97,0.07,0,17,83,Low,Delayed,84.22,12.02
2023-03-14,VW1169,Turbocharger,Fuel System,Behr Hella,221,553,80.21,0.78,97.08,0.98,0.1,3,22,131,Low,In Transit,112.12,12.67
2023-03-15,VW1170,Fuel Pump,Fuel System,Garrett Motion,89,798,117.07,2.44,61.9,0.88,0.02,4,20,81,High,On Time,171.96,11.28
2023-03-16,VW1171,Fuel Pump,Braking System,Behr Hella,227,197,118.09,2.31,59.36,0.97,0.05,4,24,76,Medium,On Time,71.08,6.71
2023-03-17,VW1172,Turbocharger,Braking System,Exide,353,315,95.65,1.07,67.28,0.9,0.03,2,23,164,Medium,Delayed,56.23,10.8
2023-03-18,VW1173,Brake Pads,Safety System,Garrett Motion,223,338,84.55,0.66,66.1,0.93,0.08,0,15,85,Medium,In Transit,106.84,7.65
2023-03-19,VW1174,Battery,Electrical,Bosch,69,775,106.97,2.01,53.47,0.96,0.07,4,29,116,Medium,In Transit,189.52,10.06
2023-03-20,VW1175,Battery,Fuel System,Behr Hella,375,458,91.75,1.59,68.46,0.97,0.06,0,13,159,Low,Delayed,63.6,11.57
2023-03-21,VW1176,Battery,Fuel System,Continental AG,314,580,85.5,2.27,85.24,0.88,0.01,3,12,44,Low,On Time,130.51,12.49
2023-03-22,VW1177,Fuel Pump,Engine,Continental AG,151,194,97.98,1.67,63.38,0.91,0.05,4,10,56,Low,Delayed,169.72,14.69
2023-03-23,VW1178,Fuel Pump,Safety System,Continental AG,333,339,86.55,2.3,76.92,0.86,0.05,3,23,125,High,Delayed,80.93,7.45
2023-03-24,VW1179,Turbocharger,Safety System,Bosch,134,628,104.21,2.03,67.09,0.88,0.09,1,10,88,Low,Delayed,124.89,6.15
2023-03-25,VW1180,Airbag Module,Braking System,Continental AG,330,462,113.04,2.4,84.84,0.98,0.07,1,24,45,Medium,In Transit,58.66,10.81
2023-03-26,VW1181,Fuel Pump,Engine,Continental AG,161,779,96.78,1.91,40.38,0.9,0.05,0,15,42,High,In Transit,60.78,9.58
2023-03-27,VW1182,Brake Pads,Engine,Bosch,228,320,93.24,0.99,53.45,0.98,0.07,0,24,139,High,In Transit,164.25,11.91
2023-03-28,VW1183,Battery,Braking System,Garrett Motion,53,249,97.76,2.33,91.37,0.99,0.05,0,26,51,High,On Time,118.93,6.9
2023-03-29,VW1184,Battery,Fuel System,Bosch,371,162,80.33,0.88,58.01,0.9,0.04,3,13,156,Medium,Delayed,145.45,14.32
2023-03-30,VW1185,Airbag Module,Electrical,Exide,453,490,103.3,2.48,42.8,0.92,0.07,1,25,73,High,On Time,76.33,7.12
2023-03-31,VW1186,Turbocharger,Fuel System,Garrett Motion,262,769,105.94,2.46,73.1,0.91,0.06,0,13,34,Low,On Time,173.35,6.02
2023-04-01,VW1187,Battery,Braking System,Behr Hella,65,521,105.98,1.18,82.05,0.97,0.02,0,21,115,Medium,Delayed,62.98,6.49
2023-04-02,VW1188,Airbag Module,Safety System,Behr Hella,413,138,99.68,1.4,92.13,0.85,0.06,2,26,120,High,On Time,82.88,8.16
2023-04-03,VW1189,Battery,Braking System,Garrett Motion,60,255,105.59,2.45,87.56,0.88,0.02,0,18,106,Medium,Delayed,150.87,8.8
2023-04-04,VW1190,Fuel Pump,Braking System,Bosch,445,677,101.12,0.61,89.99,0.88,0.04,1,24,51,High,On Time,126.65,9.64
2023-04-05,VW1191,Turbocharger,Fuel System,Garrett Motion,96,551,98.05,1.8,77.67,0.94,0.1,3,10,154,Low,Delayed,97.29,8.67
2023-04-06,VW1192,Alternator,Braking System,Bosch,345,502,105.0,2.08,96.86,0.92,0.06,1,15,69,Medium,Delayed,50.65,12.3
2023-04-07,VW1193,Brake Pads,Electrical,Behr Hella,388,622,116.98,2.12,72.83,0.98,0.04,0,26,45,Low,On Time,132.79,13.17
2023-04-08,VW1194,Brake Pads,Electrical,Exide,112,327,93.03,1.49,47.21,0.98,0.06,1,18,113,Low,On Time,91.08,9.44
2023-04-09,VW1195,Airbag Module,Safety System,Exide,275,502,107.9,2.12,59.22,0.93,0.08,0,21,52,High,Delayed,82.93,10.8
2023-04-10,VW1196,Alternator,Fuel System,Bosch,436,389,83.78,0.4,68.34,0.89,0.02,2,10,120,Low,On Time,184.4,6.63
2023-04-11,VW1197,Brake Pads,Braking System,Behr Hella,238,379,102.72,1.76,55.15,0.91,0.09,4,23,37,Medium,In Transit,111.86,13.48
2023-04-12,VW1198,Alternator,Safety System,Garrett Motion,353,598,85.84,0.64,97.39,0.91,0.06,1,24,107,Medium,On Time,113.94,7.36
2023-04-13,VW1199,Alternator,Electrical,Continental AG,164,460,116.61,2.21,65.29,0.92,0.02,1,21,178,Medium,On Time,181.57,6.11
2023-04-14,VW1200,Alternator,Safety System,Exide,81,400,114.47,1.87,42.27,0.93,0.03,1,22,80,Medium,Delayed,154.18,11.3
2023-04-15,VW1201,Airbag Module,Electrical,Exide,443,725,112.38,1.24,99.5,0.9,0.03,0,26,104,High,Delayed,121.09,10.41
2023-04-16,VW1202,Airbag Module,Braking System,Garrett Motion,105,679,114.81,1.07,53.21,0.93,0.04,1,13,31,High,Delayed,194.38,13.18
2023-04-17,VW1203,Fuel Pump,Electrical,Behr Hella,195,466,101.26,1.91,84.95,0.86,0.05,0,28,58,Medium,Delayed,101.17,8.87
2023-04-18,VW1204,Turbocharger,Safety System,Behr Hella,198,245,98.61,1.09,52.31,0.88,0.06,1,20,151,Medium,Delayed,62.17,6.21
2023-04-19,VW1205,Turbocharger,Electrical,Garrett Motion,425,584,101.7,2.33,93.08,0.87,0.08,3,10,41,Medium,On Time,72.75,7.23
2023-04-20,VW1206,Turbocharger,Engine,Behr Hella,125,384,87.65,0.57,62.06,0.98,0.02,0,28,179,Low,Delayed,138.79,6.87
2023-04-21,VW1207,Fuel Pump,Fuel System,Bosch,399,322,81.51,0.61,76.02,0.89,0.05,0,18,49,Low,In Transit,151.9,10.16
2023-04-22,VW1208,Battery,Braking System,Behr Hella,402,467,90.24,0.7,41.17,0.95,0.07,3,10,108,Low,In Transit,99.35,14.79
2023-04-23,VW1209,Airbag Module,Safety System,Garrett Motion,227,281,90.86,1.21,60.8,0.98,0.06,4,20,109,Low,In Transit,144.97,7.17
2023-04-24,VW1210,Alternator,Electrical,Behr Hella,370,651,113.22,1.47,53.64,0.95,0.04,1,23,118,Medium,In Transit,192.59,14.86
2023-04-25,VW1211,Turbocharger,Braking System,Garrett Motion,456,404,87.24,0.86,66.88,0.98,0.05,1,23,106,High,On Time,125.6,12.21
2023-04-26,VW1212,Brake Pads,Safety System,Continental AG,349,517,84.22,1.77,78.45,0.86,0.09,3,23,73,Low,In Transit,146.34,6.19
2023-04-27,VW1213,Fuel Pump,Fuel System,Garrett Motion,428,680,90.5,2.33,85.57,0.86,0.05,0,26,77,High,Delayed,183.77,13.72
2023-04-28,VW1214,Alternator,Safety System,Exide,217,374,104.6,1.03,40.7,0.88,0.07,3,14,156,Low,In Transit,96.79,9.79
2023-04-29,VW1215,Brake Pads,Fuel System,Behr Hella,106,576,92.59,1.33,66.28,0.93,0.02,4,27,167,High,In Transit,192.3,13.95
2023-04-30,VW1216,Brake Pads,Engine,Bosch,386,736,109.42,1.98,60.5,0.98,0.04,1,20,170,High,In Transit,78.67,13.66
2023-05-01,VW1217,Battery,Safety System,Behr Hella,276,305,117.24,1.07,53.09,0.9,0.07,3,17,151,Low,In Transit,90.94,11.63
2023-05-02,VW1218,Brake Pads,Electrical,Behr Hella,482,726,114.62,1.27,48.95,0.92,0.05,1,26,167,Low,On Time,80.48,9.76
2023-05-03,VW1219,Fuel Pump,Safety System,Bosch,464,199,116.69,1.19,88.27,0.91,0.05,3,27,101,Medium,In Transit,72.37,12.0
2023-05-04,VW1220,Airbag Module,Braking System,Continental AG,276,757,119.5,0.61,86.87,0.95,0.09,3,19,115,Medium,Delayed,142.51,7.75
2023-05-05,VW1221,Brake Pads,Fuel System,Bosch,317,345,98.6,2.2,66.55,0.97,0.06,1,11,169,Medium,Delayed,75.41,8.73
2023-05-06,VW1222,Battery,Fuel System,Continental AG,323,342,97.03,2.1,62.11,1.0,0.02,2,21,158,Medium,In Transit,78.4,7.39
2023-05-07,VW1223,Airbag Module,Safety System,Garrett Motion,496,222,101.56,1.95,97.32,0.91,0.04,3,13,170,High,In Transit,134.1,13.9
2023-05-08,VW1224,Airbag Module,Electrical,Bosch,364,159,112.64,2.1,49.01,0.91,0.03,2,23,162,Low,On Time,164.08,9.96
2023-05-09,VW1225,Turbocharger,Electrical,Exide,192,133,91.45,2.25,52.08,0.96,0.09,1,18,37,High,Delayed,139.55,8.05
2023-05-10,VW1226,Fuel Pump,Engine,Bosch,314,130,81.11,0.73,81.58,0.86,0.03,4,18,113,Medium,Delayed,188.9,5.87
2023-05-11,VW1227,Battery,Safety System,Behr Hella,99,551,82.68,1.88,74.73,0.88,0.06,0,28,57,High,On Time,114.41,9.55
2023-05-12,VW1228,Battery,Fuel System,Garrett Motion,316,487,107.17,1.47,86.79,0.98,0.08,2,28,169,Medium,Delayed,143.66,14.81
2023-05-13,VW1229,Airbag Module,Engine,Garrett Motion,396,299,81.94,1.75,50.08,0.9,0.05,1,27,111,Medium,On Time,124.69,14.28
2023-05-14,VW1230,Alternator,Engine,Behr Hella,154,492,87.21,2.35,58.77,0.93,0.03,1,15,86,Low,Delayed,157.36,9.72
2023-05-15,VW1231,Turbocharger,Electrical,Garrett Motion,459,255,99.36,1.29,57.66,0.88,0.07,3,17,60,High,In Transit,75.95,5.08
2023-05-16,VW1232,Alternator,Safety System,Exide,240,299,80.78,2.42,66.54,0.91,0.09,3,22,147,Low,Delayed,177.64,9.07
2023-05-17,VW1233,Fuel Pump,Engine,Behr Hella,391,343,113.74,0.34,75.64,0.98,0.02,4,29,179,Low,Delayed,90.7,6.97
2023-05-18,VW1234,Fuel Pump,Safety System,Exide,147,318,80.93,1.05,78.55,0.93,0.04,1,14,111,Low,Delayed,165.29,6.82
2023-05-19,VW1235,Airbag Module,Fuel System,Exide,212,194,104.19,2.33,93.75,0.87,0.02,4,21,107,High,Delayed,163.59,9.25
2023-05-20,VW1236,Battery,Braking System,Garrett Motion,385,646,119.66,0.62,74.59,0.95,0.07,2,20,169,Medium,Delayed,129.74,8.99
2023-05-21,VW1237,Airbag Module,Electrical,Behr Hella,251,778,98.7,1.52,45.56,0.87,0.07,0,16,76,Low,Delayed,172.52,9.64
2023-05-22,VW1238,Turbocharger,Braking System,Exide,473,561,116.21,1.93,46.79,0.92,0.08,1,11,108,High,Delayed,170.56,5.44
2023-05-23,VW1239,Airbag Module,Engine,Continental AG,221,744,103.07,0.37,67.21,0.99,0.09,0,14,160,Low,On Time,55.49,6.09
2023-05-24,VW1240,Alternator,Electrical,Continental AG,80,601,108.57,0.47,70.64,0.89,0.05,1,11,51,Low,Delayed,110.61,13.77
2023-05-25,VW1241,Battery,Electrical,Exide,233,740,80.28,0.87,83.35,1.0,0.06,0,22,123,High,On Time,166.56,7.82
2023-05-26,VW1242,Battery,Fuel System,Garrett Motion,237,546,93.81,0.52,78.96,0.92,0.09,3,18,46,High,Delayed,139.5,11.43
2023-05-27,VW1243,Alternator,Safety System,Bosch,328,375,107.52,0.61,65.96,0.9,0.07,2,17,160,High,On Time,84.36,9.07
2023-05-28,VW1244,Battery,Braking System,Bosch,377,232,110.78,1.89,97.74,0.85,0.09,2,10,65,High,On Time,61.72,11.45
2023-05-29,VW1245,Fuel Pump,Safety System,Behr Hella,455,585,98.26,1.99,45.44,0.87,0.07,4,25,142,High,Delayed,78.27,11.1
2023-05-30,VW1246,Turbocharger,Electrical,Continental AG,203,574,92.63,0.7,99.69,0.98,0.09,4,12,100,Medium,On Time,129.25,7.19
2023-05-31,VW1247,Alternator,Engine,Bosch,438,654,104.35,0.61,50.78,0.91,0.1,4,29,81,High,Delayed,149.65,7.12
2023-06-01,VW1248,Turbocharger,Electrical,Behr Hella,72,486,80.92,0.4,86.03,0.99,0.06,4,26,31,Low,In Transit,99.44,8.95
2023-06-02,VW1249,Airbag Module,Safety System,Exide,190,142,118.17,0.97,71.91,0.98,0.1,3,18,95,High,In Transit,94.42,12.66
2023-06-03,VW1250,Brake Pads,Fuel System,Bosch,497,200,87.12,2.13,43.72,0.97,0.04,2,26,123,Medium,In Transit,72.48,12.27
2023-06-04,VW1251,Battery,Electrical,Exide,495,152,95.36,1.11,75.79,0.86,0.08,2,13,39,Low,Delayed,94.41,9.57
2023-06-05,VW1252,Fuel Pump,Electrical,Exide,308,778,119.35,0.96,60.55,0.95,0.04,2,21,78,Medium,In Transit,106.94,14.27
2023-06-06,VW1253,Brake Pads,Electrical,Garrett Motion,355,646,102.11,0.65,47.98,0.93,0.02,3,25,155,High,In Transit,185.78,12.06
2023-06-07,VW1254,Alternator,Safety System,Bosch,226,409,116.72,1.46,62.69,0.89,0.03,4,19,166,Medium,On Time,121.18,13.95
2023-06-08,VW1255,Turbocharger,Safety System,Garrett Motion,399,274,92.85,1.38,93.98,0.97,0.07,4,29,97,High,Delayed,64.53,14.41
2023-06-09,VW1256,Battery,Safety System,Bosch,169,268,94.73,2.38,80.56,0.99,0.09,1,24,167,Low,Delayed,57.69,6.94
2023-06-10,VW1257,Alternator,Safety System,Exide,443,143,118.49,2.39,69.37,0.93,0.08,1,12,173,Low,Delayed,195.77,13.83
2023-06-11,VW1258,Airbag Module,Engine,Exide,61,107,102.39,1.5,65.0,0.88,0.08,0,27,132,Medium,In Transit,185.11,12.27
2023-06-12,VW1259,Brake Pads,Electrical,Continental AG,189,428,112.43,1.91,91.81,0.94,0.09,1,11,107,High,On Time,133.64,6.64
2023-06-13,VW1260,Airbag Module,Fuel System,Continental AG,96,190,80.45,0.55,72.13,0.95,0.07,4,28,114,High,In Transit,60.0,6.31
2023-06-14,VW1261,Fuel Pump,Electrical,Behr Hella,74,355,85.91,2.3,51.67,0.87,0.05,2,20,71,Low,On Time,86.4,13.97
2023-06-15,VW1262,Alternator,Engine,Bosch,158,297,95.42,1.22,65.46,0.97,0.08,2,16,90,High,Delayed,196.68,11.95
2023-06-16,VW1263,Brake Pads,Fuel System,Exide,336,297,116.65,1.74,47.05,0.94,0.02,4,23,60,Medium,Delayed,63.38,12.14
2023-06-17,VW1264,Turbocharger,Electrical,Garrett Motion,327,318,109.65,1.32,52.53,0.87,0.07,1,15,112,High,On Time,129.4,11.39
2023-06-18,VW1265,Fuel Pump,Braking System,Exide,195,145,98.28,0.51,44.25,1.0,0.07,0,13,147,High,On Time,81.54,10.2
2023-06-19,VW1266,Battery,Safety System,Garrett Motion,321,515,82.77,0.89,51.0,0.91,0.03,0,12,143,High,Delayed,94.96,7.05
2023-06-20,VW1267,Battery,Electrical,Continental AG,255,394,113.74,2.5,41.63,0.93,0.02,4,10,61,Low,In Transit,170.53,12.11
2023-06-21,VW1268,Fuel Pump,Electrical,Garrett Motion,100,160,100.02,1.59,70.21,0.92,0.06,1,12,110,Medium,On Time,148.91,12.55
2023-06-22,VW1269,Battery,Engine,Continental AG,472,680,113.16,1.24,49.67,0.92,0.02,3,13,174,High,Delayed,144.29,11.69
2023-06-23,VW1270,Airbag Module,Safety System,Bosch,336,360,102.92,2.04,80.85,0.94,0.03,3,12,42,Medium,Delayed,151.33,6.66
2023-06-24,VW1271,Airbag Module,Fuel System,Exide,217,307,85.3,2.44,62.29,0.96,0.01,4,22,123,Low,Delayed,62.51,13.9
2023-06-25,VW1272,Brake Pads,Engine,Garrett Motion,90,337,100.24,1.25,67.13,0.89,0.05,2,15,122,Low,On Time,173.27,7.41
2023-06-26,VW1273,Brake Pads,Electrical,Continental AG,171,332,105.67,2.03,47.19,0.99,0.02,0,27,81,Low,Delayed,117.87,14.08
2023-06-27,VW1274,Fuel Pump,Braking System,Continental AG,227,171,100.13,2.38,88.7,0.96,0.04,3,15,116,High,In Transit,141.31,8.94
2023-06-28,VW1275,Turbocharger,Electrical,Bosch,466,743,110.27,0.76,44.73,0.92,0.03,2,24,164,High,Delayed,85.32,11.91
2023-06-29,VW1276,Brake Pads,Engine,Garrett Motion,398,256,82.08,1.41,91.8,0.88,0.08,2,23,94,Low,In Transit,104.11,7.71
2023-06-30,VW1277,Battery,Engine,Bosch,440,789,94.86,1.64,65.19,0.9,0.1,3,10,174,Low,On Time,153.61,13.42
2023-07-01,VW1278,Brake Pads,Braking System,Behr Hella,143,659,105.28,2.48,81.1,0.97,0.05,2,28,172,Low,Delayed,199.58,10.42
2023-07-02,VW1279,Brake Pads,Fuel System,Behr Hella,265,227,88.71,0.88,94.63,0.98,0.03,1,27,37,High,In Transit,122.2,10.47
2023-07-03,VW1280,Brake Pads,Electrical,Behr Hella,125,575,105.19,1.94,69.84,0.91,0.04,4,15,129,Medium,Delayed,130.16,5.59
2023-07-04,VW1281,Airbag Module,Safety System,Behr Hella,449,783,105.09,1.71,69.05,0.85,0.07,3,21,99,High,In Transit,114.71,10.71
2023-07-05,VW1282,Alternator,Safety System,Bosch,351,181,116.64,0.83,58.68,0.87,0.1,4,27,148,High,In Transit,85.1,9.63
2023-07-06,VW1283,Battery,Braking System,Bosch,481,305,88.23,2.03,58.78,0.94,0.03,0,20,129,Low,In Transit,113.88,14.64
2023-07-07,VW1284,Alternator,Braking System,Garrett Motion,276,774,110.61,1.58,49.57,0.88,0.05,0,16,129,Medium,In Transit,151.4,13.5
2023-07-08,VW1285,Airbag Module,Braking System,Bosch,464,268,108.81,1.16,56.69,0.9,0.05,4,28,32,Medium,In Transit,70.84,6.13
2023-07-09,VW1286,Alternator,Braking System,Bosch,120,571,103.87,1.08,55.31,0.95,0.03,2,28,137,Low,In Transit,81.76,13.07
2023-07-10,VW1287,Brake Pads,Electrical,Bosch,163,242,111.48,2.33,70.5,0.91,0.06,2,24,42,High,On Time,79.91,6.02
2023-07-11,VW1288,Airbag Module,Electrical,Continental AG,197,638,110.59,2.19,95.61,0.9,0.04,3,28,153,High,On Time,81.0,14.21
2023-07-12,VW1289,Airbag Module,Engine,Bosch,414,337,119.12,0.64,70.79,0.99,0.09,1,15,85,Medium,On Time,100.75,7.06
2023-07-13,VW1290,Airbag Module,Safety System,Behr Hella,106,108,115.32,2.06,47.56,0.99,0.05,4,16,96,Medium,Delayed,171.87,14.41
2023-07-14,VW1291,Battery,Safety System,Bosch,147,166,102.43,2.35,94.53,0.86,0.07,3,17,112,High,Delayed,141.37,10.98
2023-07-15,VW1292,Airbag Module,Electrical,Bosch,404,229,93.76,1.77,73.54,0.88,0.05,1,28,132,Low,On Time,147.89,10.07
2023-07-16,VW1293,Turbocharger,Electrical,Bosch,240,368,115.26,1.21,62.83,0.98,0.04,1,10,112,High,Delayed,134.79,7.91
2023-07-17,VW1294,Turbocharger,Braking System,Bosch,467,468,85.04,1.46,48.58,0.94,0.01,1,20,124,Medium,On Time,56.23,12.96
2023-07-18,VW1295,Fuel Pump,Safety System,Garrett Motion,198,701,88.44,2.09,91.4,0.97,0.06,4,13,131,High,On Time,119.54,13.09
2023-07-19,VW1296,Brake Pads,Engine,Bosch,92,245,92.28,0.63,86.73,0.9,0.1,3,27,77,Low,In Transit,181.17,13.32
2023-07-20,VW1297,Alternator,Safety System,Garrett Motion,172,439,107.13,0.47,79.58,0.92,0.09,3,11,178,Low,On Time,108.07,12.8
2023-07-21,VW1298,Brake Pads,Engine,Bosch,290,556,111.91,1.79,78.93,0.95,0.01,4,10,158,Low,Delayed,140.14,7.07
2023-07-22,VW1299,Battery,Safety System,Continental AG,185,545,88.18,1.28,83.08,0.94,0.1,3,22,115,Medium,On Time,62.81,6.89
